"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"C6orf217","Previous symbol","AHI1-DT","AHI1 divergent transcript","HGNC:32526","6q23.3"
"N6AMT2","Previous symbol","EEF1AKMT1","EEF1A lysine methyltransferase 1","HGNC:27351","13q12.11"
"WIBG","Previous symbol","PYM1","PYM homolog 1, exon junction complex associated factor","HGNC:30258","12q13.2"
"MIR371","Previous symbol","MIR371A","microRNA 371a","HGNC:31785","19q13.42"
"FLJ39653","Alias symbol","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head)","HGNC:26832","4p15.32"
"CCBP2","Alias symbol","ACKR4","atypical chemokine receptor 4","HGNC:1611","3q22.1"
"CCBP2","Previous symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"SSX8","Previous symbol","SSX8P","SSX family member 8, pseudogene","HGNC:19654","Xp11.22"
"SFRS12","Previous symbol","SREK1","splicing regulatory glutamic acid and lysine rich protein 1","HGNC:17882","5q12.3"
"C14orf64","Previous symbol","LINC01550","long intergenic non-protein coding RNA 1550","HGNC:20111","14q32.2"
"LOC100144603","Unmatched","","","",""
"ZNF542","Previous symbol","ZNF542P","zinc finger protein 542, pseudogene","HGNC:25393","19q13.43"
"LOC150622","Alias symbol","SILC1","sciatic injury induced lincRNA upregulator of SOX11","HGNC:26403","2p25.2"
"C1orf69","Previous symbol","IBA57","iron-sulfur cluster assembly factor IBA57","HGNC:27302","1q42.13"
"C14orf105","Previous symbol","CCDC198","coiled-coil domain containing 198","HGNC:20189","14q22.3"
"ADRBK1","Previous symbol","GRK2","G protein-coupled receptor kinase 2","HGNC:289","11q13.2"
"TMEM30C","Previous symbol","TMEM30CP","transmembrane protein 30C, pseudogene","HGNC:30443","3q12.1"
"NHEG1","Unmatched","","","",""
"CTSL1","Previous symbol","CTSL","cathepsin L","HGNC:2537","9q21.33"
"C2orf63","Previous symbol","CLHC1","clathrin heavy chain linker domain containing 1","HGNC:26453","2p16.1"
"MTERFD3","Previous symbol","MTERF2","mitochondrial transcription termination factor 2","HGNC:30779","12q23.3"
"LOC100302401","Unmatched","","","",""
"LOC100190938","Unmatched","","","",""
"C22orf36","Previous symbol","LRRC75B","leucine rich repeat containing 75B","HGNC:33155","22q11.23"
"C15orf53","Previous symbol","LINC02694","long intergenic non-protein coding RNA 2694","HGNC:33796","15q14"
"LOH12CR1","Previous symbol","BORCS5","BLOC-1 related complex subunit 5","HGNC:17950","12p13.2"
"C18orf56","Previous symbol","TYMSOS","TYMS opposite strand RNA","HGNC:29553","18p11.32"
"TMEM35","Previous symbol","TMEM35A","transmembrane protein 35A","HGNC:25864","Xq22.1"
"C8orf84","Previous symbol","SBSPON","somatomedin B and thrombospondin type 1 domain containing","HGNC:30362","8q21.11"
"SHFM1","Previous symbol","SEM1","SEM1 26S proteasome subunit","HGNC:10845","7q21.3"
"C10orf46","Previous symbol","CACUL1","CDK2 associated cullin domain 1","HGNC:23727","10q26.11"
"MYLPF","Previous symbol","MYL11","myosin light chain 11","HGNC:29824","16p11.2"
"CXorf61","Previous symbol","CT83","cancer/testis antigen 83","HGNC:33494","Xq23"
"C10orf18","Previous symbol","TASOR2","transcription activation suppressor family member 2","HGNC:23484","10p15.1"
"CYTSA","Previous symbol","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1 like","HGNC:29022","22q11.23"
"LOC728723","Unmatched","","","",""
"H3F3B","Previous symbol","H3-3B","H3.3 histone B","HGNC:4765","17q25.1"
"C14orf176","Previous symbol","TMEM253","transmembrane protein 253","HGNC:32545","14q11.2"
"C1orf124","Previous symbol","SPRTN","SprT-like N-terminal domain","HGNC:25356","1q42.2"
"SPHAR","Entry withdrawn","SPHAR","","HGNC:16957",""
"LRRC50","Previous symbol","DNAAF1","dynein axonemal assembly factor 1","HGNC:30539","16q24.1"
"METT5D1","Previous symbol","METTL15","methyltransferase like 15","HGNC:26606","11p14.1"
"C11orf61","Previous symbol","MSANTD2","Myb/SANT DNA binding domain containing 2","HGNC:26266","11q24.2"
"C6orf167","Previous symbol","MMS22L","MMS22 like, DNA repair protein","HGNC:21475","6q16.1"
"FAM82A1","Previous symbol","RMDN2","regulator of microtubule dynamics 2","HGNC:26567","2p22.2"
"C8orf80","Previous symbol","NUGGC","nuclear GTPase, germinal center associated","HGNC:33550","8p21.1"
"HIST1H2AD","Previous symbol","H2AC7","H2A clustered histone 7","HGNC:4729","6p22.2"
"PRKRIR","Previous symbol","THAP12","THAP domain containing 12","HGNC:9440","11q13.5"
"JUB","Previous symbol","AJUBA","ajuba LIM protein","HGNC:20250","14q11.2"
"NBPF7","Previous symbol","NBPF7P","NBPF member 7, pseudogene","HGNC:31989","1p12"
"LOC100240726","Unmatched","","","",""
"KILLIN","Alias symbol","KLLN","killin, p53 regulated DNA replication inhibitor","HGNC:37212","10q23"
"ARSE","Previous symbol","ARSL","arylsulfatase L","HGNC:719","Xp22.33"
"WDR66","Previous symbol","CFAP251","cilia and flagella associated protein 251","HGNC:28506","12q24.31"
"HSN2","Previous symbol","WNK1","WNK lysine deficient protein kinase 1","HGNC:14540","12p13.33"
"C11orf34","Previous symbol","PLET1","placenta expressed transcript 1","HGNC:30053","11q23.1"
"ATP5D","Previous symbol","ATP5F1D","ATP synthase F1 subunit delta","HGNC:837","19p13.3"
"FAM12A","Previous symbol","EDDM3A","epididymal protein 3A","HGNC:16978","14q11.2"
"ZNF193","Previous symbol","ZSCAN9","zinc finger and SCAN domain containing 9","HGNC:12984","6p22.1"
"LOC399744","Unmatched","","","",""
"C1orf31","Previous symbol","COA6","cytochrome c oxidase assembly factor 6","HGNC:18025","1q42.2"
"H2AFJ","Previous symbol","H2AJ","H2A.J histone","HGNC:14456","12p12.3"
"C14orf68","Previous symbol","SLC25A47","solute carrier family 25 member 47","HGNC:20115","14q32.2"
"CES7","Previous symbol","CES5A","carboxylesterase 5A","HGNC:26459","16q12.2"
"C6orf155","Previous symbol","LINC00472","long intergenic non-protein coding RNA 472","HGNC:21380","6q13"
"FAM82B","Previous symbol","RMDN1","regulator of microtubule dynamics 1","HGNC:24285","8q21.3"
"LOC145814","Unmatched","","","",""
"WDR51B","Previous symbol","POC1B","POC1 centriolar protein B","HGNC:30836","12q21.33"
"C4orf6","Previous symbol","LINC01587","long intergenic non-protein coding RNA 1587","HGNC:13716","4p16.2"
"C18orf20","Previous symbol","LINC00305","long intergenic non-protein coding RNA 305","HGNC:28597","18q22.1"
"LOC729991","Unmatched","","","",""
"LOC284009","Unmatched","","","",""
"C9orf80","Previous symbol","INIP","INTS3 and NABP interacting protein","HGNC:24994","9q32"
"LOC401010","Unmatched","","","",""
"C9orf4","Previous symbol","FRRS1L","ferric chelate reductase 1 like","HGNC:1362","9q31.3"
"PCDP1","Alias symbol","CFAP221","cilia and flagella associated protein 221","HGNC:33720","2q14.2"
"C3orf34","Previous symbol","CEP19","centrosomal protein 19","HGNC:28209","3q29"
"NCRNA00175","Previous symbol","COL18A1-AS1","COL18A1 antisense RNA 1","HGNC:23132","21q22.3"
"CSNK1A1P","Previous symbol","CSNK1A1P1","casein kinase 1 alpha 1 pseudogene 1","HGNC:30446","15q14"
"LOC100129034","Unmatched","","","",""
"C12orf59","Previous symbol","TMEM52B","transmembrane protein 52B","HGNC:26438","12p13.2"
"LOC100329108","Unmatched","","","",""
"ISPD","Previous symbol","CRPPA","CDP-L-ribitol pyrophosphorylase A","HGNC:37276","7p21.2"
"ISPD","Alias symbol","CRPPA","CDP-L-ribitol pyrophosphorylase A","HGNC:37276","7p21.2"
"C19orf36","Previous symbol","IZUMO4","IZUMO family member 4","HGNC:26950","19p13.3"
"C13orf16","Previous symbol","TEX29","testis expressed 29","HGNC:20370","13q34"
"TXNDC6","Previous symbol","NME9","NME/NM23 family member 9","HGNC:21343","3q22.3"
"FAM113A","Previous symbol","PCED1A","PC-esterase domain containing 1A","HGNC:16212","20p13"
"C9orf68","Previous symbol","SPATA6L","spermatogenesis associated 6 like","HGNC:25472","9p24.2-p24.1"
"PPAPDC2","Previous symbol","PLPP6","phospholipid phosphatase 6","HGNC:23682","9p24.1"
"LOC284688","Unmatched","","","",""
"C22orf29","Previous symbol","RTL10","retrotransposon Gag like 10","HGNC:26112","22q11.21"
"CASC1","Previous symbol","DNAI7","dynein axonemal intermediate chain 7","HGNC:29599","12p12.1"
"ZNF815","Previous symbol","ZNF815P","zinc finger protein 815, pseudogene","HGNC:22029","7p22.1"
"SMEK1","Previous symbol","PPP4R3A","protein phosphatase 4 regulatory subunit 3A","HGNC:20219","14q32.12"
"CYBASC3","Previous symbol","CYB561A3","cytochrome b561 family member A3","HGNC:23014","11q12.2"
"C4orf11","Previous symbol","LINC00575","long intergenic non-protein coding RNA 575","HGNC:21342","4q21.22"
"SEPT3","Previous symbol","SEPTIN3","septin 3","HGNC:10750","22q13.2"
"LOC728989","Unmatched","","","",""
"C22orf32","Previous symbol","SMDT1","single-pass membrane protein with aspartate rich tail 1","HGNC:25055","22q13.2"
"LOC148413","Unmatched","","","",""
"TCEB3B","Previous symbol","ELOA2","elongin A2","HGNC:30771","18q21.1"
"RBM9","Previous symbol","RBFOX2","RNA binding fox-1 homolog 2","HGNC:9906","22q12.3"
"C10orf119","Previous symbol","MCMBP","minichromosome maintenance complex binding protein","HGNC:25782","10q26.11"
"DOPEY2","Previous symbol","DOP1B","DOP1 leucine zipper like protein B","HGNC:1291","21q22.12"
"PAR1","Alias symbol","PWAR1","Prader Willi/Angelman region RNA 1","HGNC:30089","15q11.2"
"PAR1","Alias symbol","F2R","coagulation factor II thrombin receptor","HGNC:3537","5q13.3"
"PAR1","Alias symbol","SLC52A2","solute carrier family 52 member 2","HGNC:30224","8q24.3"
"TCTEX1D2","Previous symbol","DYNLT2B","dynein light chain Tctex-type 2B","HGNC:28482","3q29"
"C1orf9","Previous symbol","SUCO","SUN domain containing ossification factor","HGNC:1240","1q24.3"
"BREA2","Alias symbol","LINC02878","long intergenic non-protein coding RNA 2878","HGNC:54524","8q24.3"
"TRIM78P","Entry withdrawn","TRIM78P","","HGNC:17232",""
"LOC728819","Unmatched","","","",""
"MFSD7","Previous symbol","SLC49A3","solute carrier family 49 member 3","HGNC:26177","4p16.3"
"LOC145783","Unmatched","","","",""
"HIST1H2BF","Previous symbol","H2BC7","H2B clustered histone 7","HGNC:4752","6p22.2"
"LOC100128239","Unmatched","","","",""
"KIAA1407","Previous symbol","CCDC191","coiled-coil domain containing 191","HGNC:29272","3q13.31"
"KIAA0020","Previous symbol","PUM3","pumilio RNA binding family member 3","HGNC:29676","9p24.2"
"C14orf21","Previous symbol","NOP9","NOP9 nucleolar protein","HGNC:19826","14q12"
"GPR172A","Previous symbol","SLC52A2","solute carrier family 52 member 2","HGNC:30224","8q24.3"
"ALMS1P","Previous symbol","ALMS1P1","ALMS1 pseudogene 1","HGNC:29586","2p13.1"
"COX4NB","Previous symbol","EMC8","ER membrane protein complex subunit 8","HGNC:7864","16q24.1"
"LOC253039","Unmatched","","","",""
"FAM64A","Previous symbol","PIMREG","PICALM interacting mitotic regulator","HGNC:25483","17p13.2"
"GSG2","Previous symbol","HASPIN","histone H3 associated protein kinase","HGNC:19682","17p13.2"
"MIR220A","Entry withdrawn","MIR220A","","HGNC:31600",""
"C1orf77","Previous symbol","CHTOP","chromatin target of PRMT1","HGNC:24511","1q21.3"
"C1orf85","Previous symbol","GLMP","glycosylated lysosomal membrane protein","HGNC:29436","1q22"
"OR5R1","Previous symbol","OR8U3","olfactory receptor family 8 subfamily U member 3","HGNC:14841","11q12.1"
"CECR5","Previous symbol","HDHD5","haloacid dehalogenase like hydrolase domain containing 5","HGNC:1843","22q11.1"
"C16orf58","Previous symbol","RUSF1","RUS family member 1","HGNC:25848","16p11.2"
"C8orf77","Previous symbol","ZNF252P-AS1","ZNF252P antisense RNA 1","HGNC:27821","8q24.3"
"MIR365-1","Previous symbol","MIR365A","microRNA 365a","HGNC:33692","16p13.12"
"SELM","Alias symbol","SELENOM","selenoprotein M","HGNC:30397","22q12.2"
"C11orf88","Previous symbol","HOATZ","HOATZ cilia and flagella associated protein","HGNC:25061","11q23.1"
"C3orf71","Previous symbol","ARIH2OS","ARIH2 opposite strand lncRNA","HGNC:34425","3p21.31"
"LOC253724","Unmatched","","","",""
"LOC387763","Unmatched","","","",""
"FOLR4","Previous symbol","IZUMO1R","IZUMO1 receptor, JUNO","HGNC:32565","11q21"
"MIR1978","Entry withdrawn","MIR1978","","HGNC:37066",""
"FAM59A","Previous symbol","GAREM1","GRB2 associated regulator of MAPK1 subtype 1","HGNC:26136","18q12.1"
"FAM86A","Previous symbol","EEF2KMT","eukaryotic elongation factor 2 lysine methyltransferase","HGNC:32221","16p13.3"
"TMEM110","Previous symbol","STIMATE","STIM activating enhancer","HGNC:30526","3p21.1"
"LOC401387","Unmatched","","","",""
"GUCY1B3","Previous symbol","GUCY1B1","guanylate cyclase 1 soluble subunit beta 1","HGNC:4687","4q32.1"
"ST7OT2","Previous symbol","ST7-AS2","ST7 antisense RNA 2","HGNC:16044","7q31.2"
"ASNA1","Previous symbol","GET3","guided entry of tail-anchored proteins factor 3, ATPase","HGNC:752","19p13.13"
"IL1F7","Previous symbol","IL37","interleukin 37","HGNC:15563","2q14.1"
"LARGE","Previous symbol","LARGE1","LARGE xylosyl- and glucuronyltransferase 1","HGNC:6511","22q12.3"
"C14orf34","Previous symbol","LINC00520","long intergenic non-protein coding RNA 520","HGNC:19843","14q22.3"
"LEPREL2","Previous symbol","P3H3","prolyl 3-hydroxylase 3","HGNC:19318","12p13.31"
"SEPT14","Previous symbol","SEPTIN14","septin 14","HGNC:33280","7p11.2"
"LOC100130093","Unmatched","","","",""
"MYST2","Previous symbol","KAT7","lysine acetyltransferase 7","HGNC:17016","17q21.33"
"FAM45B","Previous symbol","DENND10P1","DENND10 pseudogene 1","HGNC:30886","Xq26.1"
"TMEM211","Previous symbol","LHFPL7","LHFPL tetraspan subfamily member 7","HGNC:33725","22q11.23"
"XRCC6BP1","Previous symbol","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog","HGNC:29452","12q14.1"
"LOC100133050","Unmatched","","","",""
"C5orf43","Previous symbol","SMIM15","small integral membrane protein 15","HGNC:33861","5q12.1"
"DUS2L","Previous symbol","DUS2","dihydrouridine synthase 2","HGNC:26014","16q22.1"
"C15orf52","Previous symbol","CCDC9B","coiled-coil domain containing 9B","HGNC:33488","15q15.1"
"DOPEY1","Previous symbol","DOP1A","DOP1 leucine zipper like protein A","HGNC:21194","6q14.1"
"NCRNA00115","Previous symbol","LINC00115","long intergenic non-protein coding RNA 115","HGNC:26211","1p36.33"
"LOC643837","Unmatched","","","",""
"C9orf47","Previous symbol","S1PR3","sphingosine-1-phosphate receptor 3","HGNC:3167","9q22.1"
"C16orf75","Previous symbol","RMI2","RecQ mediated genome instability 2","HGNC:28349","16p13.13"
"C1orf59","Previous symbol","HENMT1","HEN methyltransferase 1","HGNC:26400","1p13.3"
"C4orf41","Previous symbol","TRAPPC11","trafficking protein particle complex subunit 11","HGNC:25751","4q35.1"
"RWDD4A","Previous symbol","RWDD4","RWD domain containing 4","HGNC:23750","4q35.1"
"HRASLS5","Previous symbol","PLAAT5","phospholipase A and acyltransferase 5","HGNC:24978","11q12.3"
"C20orf112","Previous symbol","NOL4L","nucleolar protein 4 like","HGNC:16106","20q11.21"
"C11orf46","Previous symbol","ARL14EP","ADP ribosylation factor like GTPase 14 effector protein","HGNC:26798","11p14.1"
"AIM1L","Previous symbol","CRYBG2","crystallin beta-gamma domain containing 2","HGNC:17295","1p36.11"
"LOC729375","Unmatched","","","",""
"FRMPD2L2","Previous symbol","FRMPD2B","FERM and PDZ domain containing 2B, pseudogene","HGNC:16843","10q11.22"
"LOC285074","Unmatched","","","",""
"C6orf1","Previous symbol","SMIM29","small integral membrane protein 29","HGNC:1340","6p21.31"
"AMAC1","Previous symbol","SLC35G3","solute carrier family 35 member G3","HGNC:26848","17q12"
"SNAR-H","Approved symbol","SNAR-H","small NF90 (ILF3) associated RNA H","HGNC:34329","2p12"
"RABL4","Previous symbol","IFT27","intraflagellar transport 27","HGNC:18626","22q12.3"
"LOC100306951","Unmatched","","","",""
"LOC283174","Alias symbol","IGSF9B","immunoglobulin superfamily member 9B","HGNC:32326","11q25"
"ERO1LB","Previous symbol","ERO1B","endoplasmic reticulum oxidoreductase 1 beta","HGNC:14355","1q42.3"
"C6orf72","Previous symbol","GINM1","glycosylated integral membrane protein 1","HGNC:21074","6q25.1"
"CXorf22","Previous symbol","CFAP47","cilia and flagella associated protein 47","HGNC:26708","Xp21.1"
"PTPLB","Previous symbol","HACD2","3-hydroxyacyl-CoA dehydratase 2","HGNC:9640","3q21.1"
"MGC26647","Alias symbol","TEX47","testis expressed 47","HGNC:22402","7q21.13"
"LOC91450","Unmatched","","","",""
"ZNF271","Previous symbol","ZNF271P","zinc finger protein 271, pseudogene","HGNC:13065","18q12.2"
"FTSJD1","Previous symbol","CMTR2","cap methyltransferase 2","HGNC:25635","16q22.2"
"MGC102966","Alias symbol","KRT16P3","keratin 16 pseudogene 3","HGNC:37808","17p11.2"
"FAM55B","Previous symbol","NXPE2","neurexophilin and PC-esterase domain family member 2","HGNC:26331","11q23.2"
"GPR172B","Previous symbol","SLC52A1","solute carrier family 52 member 1","HGNC:30225","17p13.2"
"LOC728402","Unmatched","","","",""
"GCN1L1","Previous symbol","GCN1","GCN1 activator of EIF2AK4","HGNC:4199","12q24.23"
"SC65","Alias symbol","P3H4","prolyl 3-hydroxylase family member 4 (inactive)","HGNC:16946","17q21.2"
"NOV","Previous symbol","CCN3","cellular communication network factor 3","HGNC:7885","8q24.12"
"NOV","Alias symbol","RPL10","ribosomal protein L10","HGNC:10298","Xq28"
"NOV","Alias symbol","PLXNA1","plexin A1","HGNC:9099","3q21.3"
"KIAA1468","Previous symbol","RELCH","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing","HGNC:29289","18q21.33"
"C10orf110","Previous symbol","IDI2-AS1","IDI2 antisense RNA 1","HGNC:30885","10p15.3"
"LOC285733","Unmatched","","","",""
"H1FX","Previous symbol","H1-10","H1.10 linker histone","HGNC:4722","3q21.3"
"C3orf47","Previous symbol","H1-10-AS1","H1-10 antisense RNA 1","HGNC:27953","3q21.3"
"EEF1AL7","Previous symbol","EEF1A1P9","eukaryotic translation elongation factor 1 alpha 1 pseudogene 9","HGNC:3204","4q24"
"DEC1","Previous symbol","DELEC1","deleted in esophageal cancer 1","HGNC:23658","9q33.1"
"DEC1","Alias symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"C14orf169","Previous symbol","RIOX1","ribosomal oxygenase 1","HGNC:20968","14q24.3"
"MARCH2","Previous symbol","MARCHF2","membrane associated ring-CH-type finger 2","HGNC:28038","19p13.2"
"CES4","Previous symbol","CES1P1","carboxylesterase 1 pseudogene 1","HGNC:18546","16q12.2"
"LOC646762","Unmatched","","","",""
"WDR67","Previous symbol","TBC1D31","TBC1 domain family member 31","HGNC:30888","8q24.13"
"TWISTNB","Previous symbol","POLR1F","RNA polymerase I subunit F","HGNC:18027","7p21.1"
"C13orf1","Previous symbol","SPRYD7","SPRY domain containing 7","HGNC:14297","13q14.2"
"C20orf106","Previous symbol","FAM209A","family with sequence similarity 209 member A","HGNC:16100","20q13.31"
"LASS3","Previous symbol","CERS3","ceramide synthase 3","HGNC:23752","15q26.3"
"C20orf95","Previous symbol","ARHGAP40","Rho GTPase activating protein 40","HGNC:16226","20q11.23"
"FAM128A","Previous symbol","MZT2A","mitotic spindle organizing protein 2A","HGNC:33187","2q21.1"
"LOC150776","Unmatched","","","",""
